 "topic_label" , "lecture" , "lab" , "fromoutline" , "fromlecture" , "fromlab" , "uri" ,
 "DBpedia" , "http://example.org/schema#/COMP6741-l2" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/2.Knowledge_Graphs/slides02.pdf" ,  , "http://dbpedia.org/resource/DBpedia" ,
 "knowledge_representation" , "http://example.org/schema#/COMP6741-l2" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/2.Knowledge_Graphs/slides02.pdf" ,  , "http://dbpedia.org/resource/Knowledge_representation_and_reasoning" ,
 "string_literal" , "http://example.org/schema#/COMP6741-l2" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/2.Knowledge_Graphs/slides02.pdf" ,  , "http://dbpedia.org/resource/String_literal" ,
 "LinkedIn" , "http://example.org/schema#/COMP6741-l2" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/2.Knowledge_Graphs/slides02.pdf" ,  , "http://dbpedia.org/resource/LinkedIn" ,
 "API" , "http://example.org/schema#/COMP6741-l2" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/2.Knowledge_Graphs/slides02.pdf" ,  , "http://dbpedia.org/resource/Application_programming_interface" ,
 "Cyc" , "http://example.org/schema#/COMP6741-l2" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/2.Knowledge_Graphs/slides02.pdf" ,  , "http://dbpedia.org/resource/Cyc" ,
 "Knowledge_Vault" , "http://example.org/schema#/COMP6741-l2" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/2.Knowledge_Graphs/slides02.pdf" ,  , "http://dbpedia.org/resource/Knowledge_Graph" ,
 "Kolkata" , "http://example.org/schema#/COMP6741-l2" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/2.Knowledge_Graphs/slides02.pdf" ,  , "http://dbpedia.org/resource/Kolkata" ,
 "Java" , "http://example.org/schema#/COMP6741-l2" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/2.Knowledge_Graphs/slides02.pdf" ,  , "http://dbpedia.org/resource/Java_virtual_machine" ,
 "harmonic" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Harmonic" ,
 "Type_II_error" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Type_I_and_type_II_errors" ,
 "False_negative" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Type_I_and_type_II_errors" ,
 "overfit" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Overfitting" ,
 "Noisy_Data" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Signal-to-noise_ratio" ,
 "algorithm" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Algorithm" ,
 "algorithm" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Algorithm" ,
 "parallel_distributed_processing" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Connectionism" ,
 "Information_retrieval" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Information_retrieval" ,
 "Voltaire" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Voltaire" ,
 "Test" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Test_cricket" ,
 "computer_program" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Computer_program" ,
 "contingency_table" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Contingency_table" ,
 "machine_learning" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Machine_learning" ,
 "natural_language" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Natural-language_processing" ,
 "natural_language" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Natural_language" ,
 "Time_complexity" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Time_complexity" ,
 "Wikileaks" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/WikiLeaks" ,
 "Vector_Space_Model" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Vector_space_model" ,
 "Socrates" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Socrates" ,
 "regression" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Regression_analysis" ,
 "regression" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Regression_testing" ,
 "Reading" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Reading_F.C." ,
 "Reading" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Reading_Company" ,
 "Manhattan_distance" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Taxicab_geometry" ,
 "qi" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Qi" ,
 "qi" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Qi" ,
 "rote_learning" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Rote_learning" ,
 "Alison" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Alison_DiLaurentis" ,
 "parse_tree" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Parse_tree" ,
 "mathematical_model" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Mathematical_model" ,
 "Creative_Commons" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Creative_Commons" ,
 "Creative_Commons" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Creative_Commons_license" ,
 "F-Measure" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/F1_score" ,
 "tf-idf" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Tf–idf" ,
 "Naïve_Bayes_Classifier" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Naive_Bayes_classifier" ,
 "regular_expression" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Regular_expression" ,
 "Decision_Trees" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Decision_tree_learning" ,
 "Reinforcement_Learning" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Reinforcement_learning" ,
 "Split" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Split_album" ,
 "Python" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Monty_Python" ,
 "Python" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Pythonidae" ,
 "Chabacano" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Chavacano" ,
 "Machine_Learning" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Machine_learning" ,
 "AI" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Artificial_intelligence" ,
 "Enron" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Enron" ,
 "Type_I_error" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Type_I_and_type_II_errors" ,
 "k-means" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/K-means_clustering" ,
 "Deep_Learning" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Deep_learning" ,
 "2_John" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Second_Epistle_of_John" ,
 "Concordia University" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Concordia_University" ,
 "Concordia_University" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Concordia_University" ,
 "Concordia University" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Concordia_University" ,
 "Concordia_University" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Concordia_University" ,
 "False_positive" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Type_I_and_type_II_errors" ,
 "O'Reilly_Media" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/O'Reilly_Media" ,
 "RDFS" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/RDF_Schema" ,
 "Intelligent_Systems" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Artificial_intelligence" ,
 "Intelligent_Systems" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Artificial_intelligence" ,
 "Luanda" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Luanda" ,
 "idf" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Israel_Defense_Forces" ,
 "McGill" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/McGill_University" ,
 "Paradise_Papers" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Paradise_Papers" ,
 "validation_set" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Training,_test,_and_validation_sets" ,
 "DL" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/X86" ,
 "SPARQL" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/SPARQL" ,
 "cat" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Cat" ,
 "Steve_Jobs" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Steve_Jobs" ,
 "Information_extraction" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Information_extraction" ,
 "graph" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Graph_database" ,
 "graph" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Chart" ,
 "graph" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Graphics" ,
 "graph" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Graph_theory" ,
 "Facebook" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Facebook" ,
 "Guantanamo_Bay" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Guantanamo_Bay_detention_camp" ,
 "Netflix" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Netflix" ,
 "scikit-learn" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Scikit-learn" ,
 "Euclidean_distance" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Euclidean_distance" ,
 "Stubbs" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/William_Stubbs" ,
 "connectionist" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Connectionism" ,
 "parser" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Parsing" ,
 "gold_standard" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Ground_truth" ,
 "cross-validation" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Cross-validation_(statistics)" ,
 "Overfitting" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Overfitting" ,
 "vector" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Euclidean_vector" ,
 "vector" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Array_data_structure" ,
 "Extrapolate" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Extrapolation" ,
 "Concordia" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/worksheet07.pdf" ,  , "http://dbpedia.org/resource/Concordia_University" ,
 "dog" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Dog" ,
 "BSD_License" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/BSD_licenses" ,
 "CIA" , "http://example.org/schema#/COMP6741-l7" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/7.Intro_to_Machine_Learning_for_Intelligent_Systems/slides07.pdf" ,  , "http://dbpedia.org/resource/Central_Intelligence_Agency" ,
 "Google_Assistant" , "http://example.org/schema#/COMP6741-l1" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/1.Intelligent_Systems_Introduction/slides01.pdf" ,  , "http://dbpedia.org/resource/Google_Assistant" ,
 "Concordia" , "http://example.org/schema#/COMP6741-l1" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/1.Intelligent_Systems_Introduction/worksheet01.pdf" ,  , "http://dbpedia.org/resource/Concordia_University" ,
