 "topic_label" , "lecture" , "lab" , "fromoutline" , "fromlecture" , "fromlab" , "uri" ,
 "graph" , "http://example.org/schema#/COMP6741-l8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/8.Intelligent_Agents/slides08.pdf" ,  , "http://dbpedia.org/resource/Chart" ,
 "graph" , "http://example.org/schema#/COMP6741-l8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/8.Intelligent_Agents/slides08.pdf" ,  , "http://dbpedia.org/resource/Graphics" ,
 "graph" , "http://example.org/schema#/COMP6741-l8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/8.Intelligent_Agents/slides08.pdf" ,  , "http://dbpedia.org/resource/Graph_theory" ,
 "IBM" , "http://example.org/schema#/COMP6741-l8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/8.Intelligent_Agents/slides08.pdf" ,  , "http://dbpedia.org/resource/IBM" ,
 "Prentice_Hall" , "http://example.org/schema#/COMP6741-l8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/8.Intelligent_Agents/slides08.pdf" ,  , "http://dbpedia.org/resource/Prentice_Hall" ,
 "Howard" , "http://example.org/schema#/COMP6741-l8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/8.Intelligent_Agents/slides08.pdf" ,  , "http://dbpedia.org/resource/John_Howard" ,
 "Judy_Hopps" , "http://example.org/schema#/COMP6741-l8" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/8.Intelligent_Agents/slides08.pdf" ,  , "http://dbpedia.org/resource/Zootopia" ,
 "Snowball" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Simpson_family" ,
 "grammar" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Grammar" ,
 "grammar" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Formal_grammar" ,
 "Lemmatization" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Lemmatisation" ,
 "LGPL" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/GNU_Lesser_General_Public_License" ,
 "BRaunschweig" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Braunschweig" ,
 "mutation" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Mutation" ,
 "affinity_chromatography" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Affinity_chromatography" ,
 "EOS" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Canon_EOS" ,
 "Support_Vector_Machines" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Support_vector_machine" ,
 "Orange" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Orange_S.A." ,
 "language_model" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Language_model" ,
 "Decision_Trees" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Decision_tree_learning" ,
 "Stubbs" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/William_Stubbs" ,
 "Coreference" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Coreference" ,
 "Pronoun" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Pronoun" ,
 "Preposition" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Preposition_and_postposition" ,
 "Howard" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/John_Howard" ,
 "EGFR" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Epidermal_growth_factor_receptor" ,
 "lemmatization" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Lemmatisation" ,
 "Stanford" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Stanford_University" ,
 "Caribbean_Series" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Caribbean_Series" ,
 "fantasy" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Fantasy" ,
 "Reading" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Reading_F.C." ,
 "Reading" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Reading_Company" ,
 "gefitinib" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Gefitinib" ,
 "machine_learning" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Machine_learning" ,
 "Natural_Language_Processing" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Natural-language_processing" ,
 "DET" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Detroit_Tigers" ,
 "HTML" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/HTML" ,
 "IBM" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/IBM" ,
 "Denver" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Denver" ,
 "Apache_Software_Foundation" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Apache_Software_Foundation" ,
 "point_mutation" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Point_mutation" ,
 "metadata" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Metadata" ,
 "Hidden_Markov_Models" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Part-of-speech_tagging" ,
 "Deep_Learning" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Deep_learning" ,
 "Aspergillus" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Aspergillus" ,
 "Escherichia_coli" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Escherichia_coli" ,
 "Chapter_11" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Chapter_11,_Title_11,_United_States_Code" ,
 "Concordia University" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Concordia_University" ,
 "Concordia_University" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Concordia_University" ,
 "API" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Application_programming_interface" ,
 "NEs" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Nintendo" ,
 "NEs" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Nintendo_Entertainment_System" ,
 "confidentiality" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Information_security" ,
 "Creative_Commons" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Creative_Commons" ,
 "Creative_Commons" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Creative_Commons_license" ,
 "Machine_learning" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Machine_learning" ,
 "SMAD3" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Mothers_against_decapentaplegic_homolog_3" ,
 "Natural_Language_Processing_(NLP)" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Natural-language_processing" ,
 "draft" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Draft_document" ,
 "draft" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Conscription" ,
 "Wikidata" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Wikidata" ,
 "open_source" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Open-source_model" ,
 "KB" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Kilobyte" ,
 "MR" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Magnetic_resonance_imaging" ,
 "mutant" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Mutation" ,
 "Mexico" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Mexico" ,
 "Mexico" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Mexico_City" ,
 "protein" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Protein" ,
 "Adjective" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Adjective" ,
 "United_States" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/United_States" ,
 "Hannes" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Hannes_von_Lahnstein" ,
 "lemma" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Headword" ,
 "PDF" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Portable_Document_Format" ,
 "POS_tags" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Brown_Corpus" ,
 "parser" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Parsing" ,
 "Determiner" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Determiner" ,
 "Apple" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Apple_Inc." ,
 "finite-state_machine" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Finite-state_machine" ,
 "PubMed" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/PubMed" ,
 "Bracketing" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Bracketing" ,
 "part-of-speech" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Part-of-speech_tagging" ,
 "Python" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Monty_Python" ,
 "Python" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Pythonidae" ,
 "text_mining" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Text_mining" ,
 "Sheffield" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Sheffield" ,
 "Sheffield" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/University_of_Sheffield" ,
 "gene" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Gene" ,
 "tomato_sauce" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Tomato_sauce" ,
 "Gefitinib" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Gefitinib" ,
 "algorithm" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Algorithm" ,
 "exon" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Exon" ,
 "PMID" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/PubMed" ,
 "natural_language" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Natural-language_processing" ,
 "natural_language" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Natural_language" ,
 "ai" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Artificial_intelligence" ,
 "adverb" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Adverb" ,
 "supervised_learning" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Machine_learning" ,
 "Information_extraction" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Information_extraction" ,
 "genus" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Genus" ,
 "Apache" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Apache_HTTP_Server" ,
 "Machine_Learning" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Machine_learning" ,
 "XML" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/XML" ,
 "Roman_Catholic_Church" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Catholic_Church" ,
 "glutathione_S-transferase" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Glutathione_S-transferase" ,
 "James" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Epistle_of_James" ,
 "James" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/James_VI_and_I" ,
 "Lucene" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Lucene" ,
 "cat" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Cat" ,
 "Named_Entity_Recognition" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Named-entity_recognition" ,
 "Physical_quantity" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Physical_quantity" ,
 "TensorFlow" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/TensorFlow" ,
 "Adverb" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Adverb" ,
 "POS_Tags" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Brown_Corpus" ,
 "Max" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/Max_Fleischer" ,
 "Max" , "http://example.org/schema#/COMP6741-l9" ,  ,  , "file:///D:/Chatbot/Dataset/CoursesDataset/COMP6741/lecture/9.Text_Mining_Systems/slides09.pdf" ,  , "http://dbpedia.org/resource/List_of_Maximum_Ride_characters" ,
