 "content" , "property" , "value" ,
 "http://example.org/schema#/COMP6741content-lab3" , "http://example.org/schema#/Readings" , "file:///C:/Users/Kshitij/PycharmProjects/Assignment1/src/Dataset/CoursesDataset/COMP6741/labs/3.First_Intelligent_Agent-3/readings3.txt" ,
