 "content" , "property" , "value" ,
 "http://example.org/schema#/COMP6741content-lab1" , "http://example.org/schema#/Readings" , "file:///C:/Users/Kshitij/PycharmProjects/Assignment1/src/Dataset/CoursesDataset/COMP6741/labs/1.Intro_to_python-2/readings1.txt" ,
